Game Number,Final Step,Multiplier,Outcome,Winnings,Cost,Crash Point,Cashout Point,Used Bonus
5844,7,3.84,Crashed during move,0.00,7.86,10,20,Mystic
5845,0,1.00,Crashed during move,0.00,1.00,1,20,
5846,20,46.82,Cashed out,46.82,54.44,22,20,Mystic
5847,0,1.00,Crashed during move,0.00,1.00,1,20,
5848,11,8.29,Crashed during move,0.00,6.66,12,20,Mystic
5849,16,21.69,Crashed during move,0.00,22.74,18,20,Mystic
5850,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
5851,0,1.00,Crashed during move,0.00,1.00,2,20,
5852,0,1.00,Crashed during move,0.00,1.00,8,20,
5853,20,46.82,Cashed out,46.82,27.35,36,20,Mystic
5854,15,17.90,Crashed during move,0.00,19.65,17,20,Mystic
5855,14,14.77,Crashed during move,0.00,4.85,16,20,Mystic
5856,20,46.82,Cashed out,46.82,32.01,24,20,Mystic
5857,20,46.82,Cashed out,46.82,26.59,36,20,Mystic
5858,20,46.82,Cashed out,46.82,4.85,25,20,Mystic
5859,11,8.29,Crashed during move,0.00,6.66,12,20,Mystic
5860,5,2.62,Crashed during move,0.00,4.85,12,20,Mystic
5861,0,1.00,Crashed during move,0.00,1.00,3,20,
5862,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
5863,0,1.00,Crashed during move,0.00,1.00,1,20,
5864,19,38.63,Crashed during move,0.00,63.29,20,20,Mystic
5865,0,1.00,Crashed during move,0.00,1.00,8,20,
5866,20,46.82,Cashed out,46.82,51.76,21,20,Mystic
5867,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
5868,18,31.87,Crashed during move,0.00,36.78,19,20,Mystic
5869,3,1.78,Crashed during move,0.00,4.85,8,20,Mystic
5870,13,12.18,Crashed during move,0.00,4.85,16,20,Mystic
5871,0,1.00,Crashed during move,0.00,1.00,8,20,
5872,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5873,0,1.00,Crashed during move,0.00,1.00,6,20,
5874,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
5875,20,46.82,Cashed out,46.82,168.38,33,20,Mystic
5876,20,46.82,Cashed out,46.82,171.52,39,20,Mystic
5877,8,4.66,Crashed during move,0.00,4.85,18,20,Mystic
5878,17,26.29,Crashed during move,0.00,36.78,18,20,Mystic
5879,20,46.82,Cashed out,46.82,46.56,23,20,Mystic
5880,12,10.05,Crashed during move,0.00,9.31,13,20,Mystic
5881,15,17.90,Crashed during move,0.00,4.85,18,20,Mystic
5882,9,5.65,Crashed during move,0.00,7.86,12,20,Mystic
5883,7,3.84,Crashed during move,0.00,4.85,16,20,Mystic
5884,20,46.82,Cashed out,46.82,201.31,35,20,Mystic
5885,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
5886,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5887,20,46.82,Cashed out,46.82,179.93,30,20,Mystic
5888,0,1.00,Crashed during move,0.00,1.00,8,20,
5889,20,46.82,Cashed out,46.82,43.55,29,20,Mystic
5890,17,26.29,Crashed during move,0.00,31.20,20,20,Mystic
5891,0,1.00,Crashed during move,0.00,1.00,8,20,
5892,4,2.16,Crashed during move,0.00,4.85,9,20,Mystic
5893,20,46.82,Cashed out,46.82,51.76,28,20,Mystic
5894,14,14.77,Crashed during move,0.00,33.00,15,20,Mystic
5895,3,1.78,Crashed during move,0.00,1.00,5,20,
5896,20,46.82,Cashed out,46.82,46.56,23,20,Mystic
5897,7,3.84,Crashed during move,0.00,5.67,8,20,Mystic
5898,10,6.84,Crashed during move,0.00,17.06,11,20,Mystic
5899,20,46.82,Cashed out,46.82,36.78,21,20,Mystic
5900,0,1.00,Crashed during move,0.00,1.00,3,20,
5901,20,46.82,Cashed out,46.82,88.38,26,20,Mystic
5902,0,1.00,Crashed during move,0.00,1.00,3,20,
5903,0,1.00,Crashed during move,0.00,1.00,3,20,
5904,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
5905,4,2.16,Crashed during move,0.00,1.00,5,20,
5906,12,10.05,Crashed during move,0.00,22.78,14,20,Mystic
5907,20,46.82,Cashed out,46.82,171.52,37,20,Mystic
5908,11,8.29,Crashed during move,0.00,5.67,12,20,Mystic
5909,0,1.00,Crashed during move,0.00,1.00,2,20,
5910,1,1.21,Crashed during move,0.00,1.00,2,20,
5911,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
5912,13,12.18,Crashed during move,0.00,19.65,14,20,Mystic
5913,0,1.00,Crashed during move,0.00,1.00,2,20,
5914,20,46.82,Cashed out,46.82,188.44,30,20,Mystic
5915,17,26.29,Crashed during move,0.00,6.66,18,20,Mystic
5916,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5917,0,1.00,Crashed during move,0.00,1.00,2,20,
5918,0,1.00,Crashed during move,0.00,1.00,7,20,
5919,0,1.00,Crashed during move,0.00,1.00,1,20,
5920,20,46.82,Cashed out,46.82,96.69,25,20,Mystic
5921,0,1.00,Crashed during move,0.00,1.00,9,20,
5922,0,1.00,Crashed during move,0.00,1.00,1,20,
5923,0,1.00,Crashed during move,0.00,1.00,2,20,
5924,20,46.82,Cashed out,46.82,58.35,23,20,Mystic
5925,8,4.66,Crashed during move,0.00,4.85,16,20,Mystic
5926,0,1.00,Crashed during move,0.00,1.00,2,20,
5927,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
5928,20,46.82,Cashed out,46.82,145.49,30,20,Mystic
5929,10,6.84,Crashed during move,0.00,1.00,19,20,
5930,20,46.82,Cashed out,46.82,74.31,23,20,Mystic
5931,20,46.82,Cashed out,46.82,43.55,24,20,Mystic
5932,20,46.82,Cashed out,46.82,92.52,34,20,Mystic
5933,20,46.82,Cashed out,46.82,51.76,29,20,Mystic
5934,14,14.77,Crashed during move,0.00,4.85,16,20,Mystic
5935,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
5936,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
5937,0,1.00,Crashed during move,0.00,1.00,7,20,
5938,0,1.00,Crashed during move,0.00,1.00,1,20,
5939,1,1.21,Crashed during move,0.00,1.00,2,20,
5940,0,1.00,Crashed during move,0.00,1.00,3,20,
5941,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
5942,16,21.69,Crashed during move,0.00,7.86,17,20,Mystic
5943,0,1.00,Crashed during move,0.00,1.00,1,20,
5944,0,1.00,Crashed during move,0.00,1.00,5,20,
5945,10,6.84,Crashed during move,0.00,4.85,14,20,Mystic
5946,0,1.00,Crashed during move,0.00,1.00,8,20,
5947,20,46.82,Cashed out,46.82,46.56,23,20,Mystic
5948,4,2.16,Crashed during move,0.00,4.85,14,20,Mystic
5949,0,1.00,Crashed during move,0.00,1.00,1,20,
5950,10,6.84,Crashed during move,0.00,1.00,20,20,
5951,7,3.84,Crashed during move,0.00,4.85,11,20,Mystic
5952,20,46.82,Cashed out,46.82,127.83,26,20,Mystic
5953,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5954,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5955,18,31.87,Crashed during move,0.00,23.60,19,20,Mystic
5956,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
5957,8,4.66,Crashed during move,0.00,4.85,12,20,Mystic
5958,10,6.84,Crashed during move,0.00,1.00,14,20,
5959,0,1.00,Crashed during move,0.00,1.00,6,20,
5960,20,46.82,Cashed out,46.82,31.20,21,20,Mystic
5961,20,46.82,Cashed out,46.82,36.78,28,20,Mystic
5962,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
5963,0,1.00,Crashed during move,0.00,1.00,1,20,
5964,15,17.90,Crashed during move,0.00,22.78,16,20,Mystic
5965,0,1.00,Crashed during move,0.00,1.00,4,20,
5966,19,38.63,Crashed during move,0.00,36.78,20,20,Mystic
5967,0,1.00,Crashed during move,0.00,1.00,5,20,
5968,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
5969,20,46.82,Cashed out,46.82,92.84,35,20,Mystic
5970,20,46.82,Cashed out,46.82,193.10,32,20,Mystic
5971,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
5972,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5973,0,1.00,Crashed during move,0.00,1.00,8,20,
5974,12,10.05,Crashed during move,0.00,4.85,17,20,Mystic
5975,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
5976,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
5977,3,1.78,Crashed during move,0.00,1.00,6,20,
5978,20,46.82,Cashed out,46.82,127.56,29,20,Mystic
5979,10,6.84,Crashed during move,0.00,1.00,12,20,
5980,0,1.00,Crashed during move,0.00,1.00,1,20,
5981,20,46.82,Cashed out,46.82,37.60,23,20,Mystic
5982,0,1.00,Crashed during move,0.00,1.00,2,20,
5983,20,46.82,Cashed out,46.82,26.59,30,20,Mystic
5984,0,1.00,Crashed during move,0.00,1.00,3,20,
5985,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
5986,0,1.00,Crashed during move,0.00,1.00,3,20,
5987,3,1.78,Crashed during move,0.00,4.85,9,20,Mystic
5988,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
5989,11,8.29,Crashed during move,0.00,5.67,12,20,Mystic
5990,0,1.00,Crashed during move,0.00,1.00,2,20,
5991,9,5.65,Crashed during move,0.00,4.85,13,20,Mystic
5992,20,46.82,Cashed out,46.82,133.78,30,20,Mystic
5993,20,46.82,Cashed out,46.82,26.59,24,20,Mystic
5994,19,38.63,Crashed during move,0.00,53.57,20,20,Mystic
5995,9,5.65,Crashed during move,0.00,4.85,11,20,Mystic
5996,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
5997,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
5998,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
5999,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
6000,0,1.00,Crashed during move,0.00,1.00,1,20,
6001,3,1.78,Crashed during move,0.00,4.85,11,20,Mystic
6002,20,46.82,Cashed out,46.82,89.20,31,20,Mystic
6003,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
6004,0,1.00,Crashed during move,0.00,1.00,1,20,
6005,0,1.00,Crashed during move,0.00,1.00,6,20,
6006,0,1.00,Crashed during move,0.00,1.00,9,20,
6007,12,10.05,Crashed during move,0.00,7.86,13,20,Mystic
6008,11,8.29,Crashed during move,0.00,6.66,12,20,Mystic
6009,20,46.82,Cashed out,46.82,135.92,36,20,Mystic
6010,6,3.17,Crashed during move,0.00,4.85,16,20,Mystic
6011,15,17.90,Crashed during move,0.00,4.85,17,20,Mystic
6012,0,1.00,Crashed during move,0.00,1.00,1,20,
6013,11,8.29,Crashed during move,0.00,4.85,16,20,Mystic
6014,20,46.82,Cashed out,46.82,36.78,37,20,Mystic
6015,20,46.82,Cashed out,46.82,85.97,29,20,Mystic
6016,12,10.05,Crashed during move,0.00,4.85,16,20,Mystic
6017,20,46.82,Cashed out,46.82,4.85,24,20,Mystic
6018,20,46.82,Cashed out,46.82,46.56,23,20,Mystic
6019,20,46.82,Cashed out,46.82,19.65,24,20,Mystic
6020,20,46.82,Cashed out,46.82,149.30,27,20,Mystic
6021,0,1.00,Crashed during move,0.00,1.00,2,20,
6022,0,1.00,Crashed during move,0.00,1.00,2,20,
6023,3,1.78,Crashed during move,0.00,4.85,8,20,Mystic
6024,10,6.84,Crashed during move,0.00,1.00,11,20,
6025,0,1.00,Crashed during move,0.00,1.00,3,20,
6026,20,46.82,Cashed out,46.82,31.20,26,20,Mystic
6027,0,1.00,Crashed during move,0.00,1.00,3,20,
6028,13,12.18,Crashed during move,0.00,15.80,14,20,Mystic
6029,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
6030,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
6031,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
6032,0,1.00,Crashed during move,0.00,1.00,1,20,
6033,0,1.00,Crashed during move,0.00,1.00,3,20,
6034,0,1.00,Crashed during move,0.00,1.00,6,20,
6035,20,46.82,Cashed out,46.82,185.51,25,20,Mystic
6036,12,10.05,Crashed during move,0.00,7.86,15,20,Mystic
6037,20,46.82,Cashed out,46.82,61.71,28,20,Mystic
6038,14,14.77,Crashed during move,0.00,27.40,15,20,Mystic
6039,18,31.87,Crashed during move,0.00,22.78,19,20,Mystic
6040,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
6041,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
6042,10,6.84,Crashed during move,0.00,4.85,14,20,Mystic
6043,20,46.82,Cashed out,46.82,61.49,33,20,Mystic
6044,20,46.82,Cashed out,46.82,128.64,22,20,Mystic
6045,0,1.00,Crashed during move,0.00,1.00,1,20,
6046,0,1.00,Crashed during move,0.00,1.00,2,20,
6047,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
6048,13,12.18,Crashed during move,0.00,4.85,16,20,Mystic
6049,0,1.00,Crashed during move,0.00,1.00,1,20,
6050,5,2.62,Crashed during move,0.00,4.85,11,20,Mystic
6051,0,1.00,Crashed during move,0.00,1.00,5,20,
6052,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
6053,20,46.82,Cashed out,46.82,154.72,42,20,Mystic
6054,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
6055,0,1.00,Crashed during move,0.00,1.00,9,20,
6056,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
6057,20,46.82,Cashed out,46.82,4.85,22,20,Mystic
6058,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
6059,20,46.82,Cashed out,46.82,127.56,29,20,Mystic
6060,6,3.17,Crashed during move,0.00,1.00,9,20,
6061,0,1.00,Crashed during move,0.00,1.00,1,20,
6062,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
6063,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
6064,20,46.82,Cashed out,46.82,36.78,21,20,Mystic
6065,20,46.82,Cashed out,46.82,73.92,23,20,Mystic
6066,11,8.29,Crashed during move,0.00,5.67,12,20,Mystic
6067,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
6068,20,46.82,Cashed out,46.82,180.74,30,20,Mystic
6069,15,17.90,Crashed during move,0.00,17.87,16,20,Mystic
6070,20,46.82,Cashed out,46.82,135.92,31,20,Mystic
6071,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
6072,0,1.00,Crashed during move,0.00,1.00,1,20,
6073,20,46.82,Cashed out,46.82,180.74,27,20,Mystic
6074,12,10.05,Crashed during move,0.00,4.85,13,20,Mystic
6075,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
6076,20,46.82,Cashed out,46.82,1.00,25,20,
6077,0,1.00,Crashed during move,0.00,1.00,3,20,
6078,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
6079,0,1.00,Crashed during move,0.00,1.00,2,20,
6080,20,46.82,Cashed out,46.82,70.07,23,20,Mystic
6081,20,46.82,Cashed out,46.82,105.70,31,20,Mystic
6082,12,10.05,Crashed during move,0.00,7.86,13,20,Mystic
6083,18,31.87,Crashed during move,0.00,36.78,19,20,Mystic
6084,20,46.82,Cashed out,46.82,103.18,27,20,Mystic
6085,0,1.00,Crashed during move,0.00,1.00,2,20,
6086,7,3.84,Crashed during move,0.00,4.85,13,20,Mystic
6087,20,46.82,Cashed out,46.82,159.49,35,20,Mystic
6088,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
6089,4,2.16,Crashed during move,0.00,5.67,5,20,Mystic
6090,20,46.82,Cashed out,46.82,149.30,27,20,Mystic
6091,20,46.82,Cashed out,46.82,27.40,25,20,Mystic
6092,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
6093,3,1.78,Crashed during move,0.00,1.00,6,20,
6094,10,6.84,Crashed during move,0.00,4.85,18,20,Mystic
6095,16,21.69,Crashed during move,0.00,32.01,17,20,Mystic
6096,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
6097,18,31.87,Crashed during move,0.00,4.85,19,20,Mystic
6098,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
6099,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
6100,0,1.00,Crashed during move,0.00,1.00,1,20,
6101,11,8.29,Crashed during move,0.00,4.85,13,20,Mystic
6102,14,14.77,Crashed during move,0.00,19.65,15,20,Mystic
6103,7,3.84,Crashed during move,0.00,7.86,10,20,Mystic
6104,20,46.82,Cashed out,46.82,26.59,23,20,Mystic
6105,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
6106,20,46.82,Cashed out,46.82,79.64,32,20,Mystic
6107,20,46.82,Cashed out,46.82,38.59,21,20,Mystic
6108,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
6109,18,31.87,Crashed during move,0.00,39.79,20,20,Mystic
6110,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
6111,3,1.78,Crashed during move,0.00,4.85,6,20,Mystic
6112,20,46.82,Cashed out,46.82,61.71,25,20,Mystic
6113,20,46.82,Cashed out,46.82,107.13,26,20,Mystic
6114,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
6115,0,1.00,Crashed during move,0.00,1.00,6,20,
6116,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
6117,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
6118,0,1.00,Crashed during move,0.00,1.00,2,20,
6119,20,46.82,Cashed out,46.82,26.59,23,20,Mystic
6120,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
6121,0,1.00,Crashed during move,0.00,1.00,10,20,
6122,20,46.82,Cashed out,46.82,138.02,32,20,Mystic
6123,17,26.29,Crashed during move,0.00,13.21,18,20,Mystic
6124,0,1.00,Crashed during move,0.00,1.00,2,20,
6125,17,26.29,Crashed during move,0.00,36.78,18,20,Mystic
6126,20,46.82,Cashed out,46.82,51.76,25,20,Mystic
6127,14,14.77,Crashed during move,0.00,11.07,15,20,Mystic
6128,2,1.47,Crashed during move,0.00,1.00,3,20,
6129,10,6.84,Crashed during move,0.00,1.00,15,20,
6130,10,6.84,Crashed during move,0.00,1.00,11,20,
6131,9,5.65,Crashed during move,0.00,4.85,18,20,Mystic
6132,20,46.82,Cashed out,46.82,124.84,29,20,Mystic
6133,20,46.82,Cashed out,46.82,34.20,32,20,Mystic
6134,8,4.66,Crashed during move,0.00,4.85,12,20,Mystic
6135,13,12.18,Crashed during move,0.00,5.67,14,20,Mystic
6136,10,6.84,Crashed during move,0.00,4.85,20,20,Mystic
6137,20,46.82,Cashed out,46.82,43.55,26,20,Mystic
6138,0,1.00,Crashed during move,0.00,1.00,3,20,
6139,0,1.00,Crashed during move,0.00,1.00,2,20,
6140,0,1.00,Crashed during move,0.00,1.00,5,20,
6141,0,1.00,Crashed during move,0.00,1.00,3,20,
6142,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
6143,0,1.00,Crashed during move,0.00,1.00,2,20,
6144,8,4.66,Crashed during move,0.00,7.86,9,20,Mystic
6145,20,46.82,Cashed out,46.82,45.36,29,20,Mystic
6146,0,1.00,Crashed during move,0.00,1.00,1,20,
6147,4,2.16,Crashed during move,0.00,4.85,8,20,Mystic
6148,3,1.78,Crashed during move,0.00,1.00,4,20,
6149,8,4.66,Crashed during move,0.00,4.85,13,20,Mystic
6150,20,46.82,Cashed out,46.82,4.85,51,20,
6151,20,46.82,Cashed out,46.82,31.20,21,20,Mystic
6152,0,1.00,Crashed during move,0.00,1.00,1,20,
6153,10,6.84,Crashed during move,0.00,19.65,12,20,Mystic
6154,20,46.82,Cashed out,46.82,51.76,25,20,Mystic
6155,20,46.82,Cashed out,46.82,120.89,44,20,Mystic
6156,0,1.00,Crashed during move,0.00,1.00,1,20,
6157,3,1.78,Crashed during move,0.00,4.85,6,20,Mystic
6158,0,1.00,Crashed during move,0.00,1.00,3,20,
6159,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
6160,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
6161,20,46.82,Cashed out,46.82,37.60,25,20,Mystic
6162,13,12.18,Crashed during move,0.00,7.86,16,20,Mystic
6163,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
6164,20,46.82,Cashed out,46.82,179.93,25,20,Mystic
6165,0,1.00,Crashed during move,0.00,1.00,1,20,
6166,9,5.65,Crashed during move,0.00,7.86,10,20,Mystic
6167,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
6168,0,1.00,Crashed during move,0.00,1.00,1,20,
6169,3,1.78,Crashed during move,0.00,4.85,6,20,Mystic
6170,13,12.18,Crashed during move,0.00,22.78,14,20,Mystic
6171,12,10.05,Crashed during move,0.00,4.85,13,20,Mystic
6172,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
6173,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
6174,0,1.00,Crashed during move,0.00,1.00,2,20,
6175,0,1.00,Crashed during move,0.00,1.00,4,20,
6176,20,46.82,Cashed out,46.82,63.97,23,20,Mystic
6177,20,46.82,Cashed out,46.82,103.18,27,20,Mystic
6178,1,1.21,Crashed during move,0.00,1.00,2,20,
6179,20,46.82,Cashed out,46.82,149.30,27,20,Mystic
6180,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
6181,0,1.00,Crashed during move,0.00,1.00,1,20,
6182,3,1.78,Crashed during move,0.00,1.00,4,20,
6183,0,1.00,Crashed during move,0.00,1.00,6,20,
6184,0,1.00,Crashed during move,0.00,1.00,5,20,
6185,20,46.82,Cashed out,46.82,36.78,24,20,Mystic
6186,0,1.00,Crashed during move,0.00,1.00,1,20,
6187,20,46.82,Cashed out,46.82,4.85,50,20,
6188,6,3.17,Crashed during move,0.00,4.85,10,20,Mystic
6189,20,46.82,Cashed out,46.82,223.31,39,20,Mystic
6190,20,46.82,Cashed out,46.82,62.53,30,20,Mystic
6191,20,46.82,Cashed out,46.82,153.91,28,20,Mystic
6192,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
6193,20,46.82,Cashed out,46.82,4.85,21,20,Mystic
6194,6,3.17,Crashed during move,0.00,5.67,7,20,Mystic
6195,13,12.18,Crashed during move,0.00,6.66,14,20,Mystic
6196,20,46.82,Cashed out,46.82,61.71,35,20,Mystic
6197,13,12.18,Crashed during move,0.00,31.20,16,20,Mystic
6198,0,1.00,Crashed during move,0.00,1.00,2,20,
6199,20,46.82,Cashed out,46.82,46.56,22,20,Mystic
6200,9,5.65,Crashed during move,0.00,6.66,10,20,Mystic
6201,0,1.00,Crashed during move,0.00,1.00,3,20,
6202,20,46.82,Cashed out,46.82,39.79,21,20,Mystic
6203,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
6204,0,1.00,Crashed during move,0.00,1.00,1,20,
6205,20,46.82,Cashed out,46.82,132.44,27,20,Mystic
6206,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
6207,20,46.82,Cashed out,46.82,62.53,26,20,Mystic
6208,0,1.00,Crashed during move,0.00,1.00,5,20,
6209,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
6210,17,26.29,Crashed during move,0.00,36.78,19,20,Mystic
6211,20,46.82,Cashed out,46.82,185.51,26,20,Mystic
6212,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
6213,19,38.63,Crashed during move,0.00,32.01,20,20,Mystic
6214,17,26.29,Crashed during move,0.00,19.65,18,20,Mystic
6215,19,38.63,Crashed during move,0.00,4.85,20,20,Mystic
6216,3,1.78,Crashed during move,0.00,1.00,4,20,
6217,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
6218,1,1.21,Crashed during move,0.00,1.00,2,20,
6219,0,1.00,Crashed during move,0.00,1.00,3,20,
6220,13,12.18,Crashed during move,0.00,4.85,14,20,Mystic
6221,0,1.00,Crashed during move,0.00,1.00,3,20,
6222,19,38.63,Crashed during move,0.00,4.85,20,20,Mystic
6223,0,1.00,Crashed during move,0.00,1.00,3,20,
6224,20,46.82,Cashed out,46.82,91.70,47,20,Mystic
6225,19,38.63,Crashed during move,0.00,44.37,20,20,Mystic
6226,20,46.82,Cashed out,46.82,64.71,30,20,Mystic
6227,0,1.00,Crashed during move,0.00,1.00,1,20,
6228,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
6229,19,38.63,Crashed during move,0.00,36.78,20,20,Mystic
6230,20,46.82,Cashed out,46.82,121.13,26,20,Mystic
6231,2,1.47,Crashed during move,0.00,1.00,3,20,
6232,3,1.78,Crashed during move,0.00,4.85,6,20,Mystic
6233,13,12.18,Crashed during move,0.00,4.85,14,20,Mystic
6234,0,1.00,Crashed during move,0.00,1.00,1,20,
6235,20,46.82,Cashed out,46.82,37.60,25,20,Mystic
6236,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
6237,18,31.87,Crashed during move,0.00,31.20,20,20,Mystic
6238,0,1.00,Crashed during move,0.00,1.00,10,20,
6239,7,3.84,Crashed during move,0.00,4.85,15,20,Mystic
6240,20,46.82,Cashed out,46.82,64.71,24,20,Mystic
6241,20,46.82,Cashed out,46.82,27.35,24,20,Mystic
6242,0,1.00,Crashed during move,0.00,1.00,6,20,
6243,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
6244,20,46.82,Cashed out,46.82,171.52,44,20,Mystic
6245,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
6246,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
6247,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
6248,7,3.84,Crashed during move,0.00,4.85,17,20,Mystic
6249,8,4.66,Crashed during move,0.00,4.85,17,20,Mystic
6250,20,46.82,Cashed out,46.82,36.78,28,20,Mystic
6251,20,46.82,Cashed out,46.82,95.50,34,20,Mystic
6252,20,46.82,Cashed out,46.82,51.76,22,20,Mystic
6253,20,46.82,Cashed out,46.82,36.78,31,20,Mystic
6254,1,1.21,Crashed during move,0.00,1.00,2,20,
6255,20,46.82,Cashed out,46.82,102.24,38,20,
6256,20,46.82,Cashed out,46.82,60.12,28,20,Mystic
6257,0,1.00,Crashed during move,0.00,1.00,1,20,
6258,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
6259,20,46.82,Cashed out,46.82,36.78,23,20,Mystic
6260,0,1.00,Crashed during move,0.00,1.00,9,20,
6261,20,46.82,Cashed out,46.82,154.72,30,20,Mystic
6262,0,1.00,Crashed during move,0.00,1.00,1,20,
6263,3,1.78,Crashed during move,0.00,4.85,10,20,Mystic
6264,20,46.82,Cashed out,46.82,27.40,25,20,Mystic
6265,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
6266,13,12.18,Crashed during move,0.00,31.20,14,20,Mystic
6267,20,46.82,Cashed out,46.82,36.78,22,20,Mystic
6268,0,1.00,Crashed during move,0.00,1.00,1,20,
6269,0,1.00,Crashed during move,0.00,1.00,1,20,
6270,10,6.84,Crashed during move,0.00,7.86,13,20,Mystic
6271,9,5.65,Crashed during move,0.00,4.85,12,20,Mystic
6272,0,1.00,Crashed during move,0.00,1.00,1,20,
6273,20,46.82,Cashed out,46.82,36.78,23,20,Mystic
6274,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
6275,4,2.16,Crashed during move,0.00,4.85,9,20,Mystic
6276,0,1.00,Crashed during move,0.00,1.00,2,20,
6277,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
6278,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
6279,20,46.82,Cashed out,46.82,114.45,33,20,Mystic
6280,20,46.82,Cashed out,46.82,28.39,21,20,Mystic
6281,5,2.62,Crashed during move,0.00,5.67,6,20,Mystic
6282,20,46.82,Cashed out,46.82,38.59,28,20,Mystic
6283,20,46.82,Cashed out,46.82,49.78,38,20,Mystic
6284,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
